Cadena,Unidad de Negocio,Descripción Producto,Cód. Interno,Cód. Cadena,costo_Fabricación,Precio_Venta_Distribuidor,Mg_Declarado,Un_Semana_1 ,Un_Semana_2,Un_Semana_3,Un_Semana_4,Un_Semana_5,Un_Semana_6,Un_Semana_7,Un_Semana_8,Un_Semana_9,Un_Semana_10,Un_Semana_11,Un_Semana_12,Un_Semana_13,Un_Semana_14,Un_Semana_15,Un_Semana_16,Un_Semana_17,Un_Semana_18,Un_Semana_19,Un_Semana_20,Un_Semana_21,Un_Semana_22,Un_Semana_23,Un_Semana_24,Un_Semana_25,Un_Semana_26,Un_Semana_27,Un_Semana_28,Un_Semana_29,Un_Semana_30,Venta_Retail_sem_1 ,Venta_Retail_sem_2,Venta_Retail_sem_3,Venta_Retail_sem_4,Venta_Retail_sem_5,Venta_Retail_sem_6,Venta_Retail_sem_7,Venta_Retail_sem_8,Venta_Retail_sem_9,Venta_Retail_sem_10,Venta_Retail_sem_11,Venta_Retail_sem_12,Venta_Retail_sem_13,Venta_Retail_sem_14,Venta_Retail_sem_15,Venta_Retail_sem_16,Venta_Retail_sem_17,Venta_Retail_sem_18,Venta_Retail_sem_19,Venta_Retail_sem_20,Venta_Retail_sem_21,Venta_Retail_sem_22,Venta_Retail_sem_23,Venta_Retail_sem_24,Venta_Retail_sem_25,Venta_Retail_sem_26,Venta_Retail_sem_27,Venta_Retail_sem_28,Venta_Retail_sem_29,Venta_Retail_sem_30,Con_sem_1,Con_sem_2,Con_sem_3,Con_sem_4,Con_sem_5,Con_sem_6,Con_sem_7,Con_sem_8,Con_sem_9,Con_sem_10,Con_sem_11,Con_sem_12,Con_sem_13,Con_sem_14,Con_sem_15,Con_sem_16,Con_sem_17,Con_sem_18,Con_sem_19,Con_sem_20,Con_sem_21,Con_sem_22,Con_sem_23,Con_sem_24,Con_sem_25,Con_sem_26,Con_sem_27,Con_sem_28,Con_sem_29,Con_sem_30
Walmart,Colchones,Colchon Excellence Plus 2 Pzas,780642759796-2,694595,61105.9,110916.97478991597,0.44908432531865761,0,0,0,0,0,0,0,0,0,0,10,16,11,1,1,2,1,1,2,1,0,17,4,1,1,2,4,6,3,0,0,0,0,0,0,0,0,0,0,0,1415981,2265569.6,1557579.1,165398.1,165398.1,330796.2,191578.1,191578.1,328416.2,164208.1,0,2548777.7000000002,625892.4,163018.1,163018.1,326036.2,613992.4,920988.6,472394.3,0,0,0,0,0,0,0,0,0,0,0,447952,716723.2000000003,492747.2000000003,62595.200000000004,62595.200000000004,125190.40000000001,82175.200000000012,82175.200000000012,123410.40000000001,61705.200000000004,0,867428.40000000037,223680.80000000002,60815.200000000004,60815.200000000004,121630.40000000001,214780.80000000008,322171.19999999995,169985.59999999998,0
Falabella,Colchones,Colchon Excellence Plus 2 Pzas,780642759796-2,7749096,61105.9,110916.97478991597,0.44908432531865761,0,0,0,0,4,1,0,1,0,2,0,-1,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,519960,129990,0,159990,0,299980,0,-139990,0,149990,0,0,0,0,0,0,53568,409970,0,0,0,129990,0,0,0,0,0,0,0,0,144454.04705882355,36113.511764705887,0,58550.486554621857,0,102142.98991596639,0,-43592.503361344534,0,51071.494957983195,0,0,0,0,0,0,-21042.437815126046,123298.51848739496,0,0,0,36113.511764705887,0,0,0,0
Abcdin,Colchones,Colchon Excellence Plus 2 Pzas,780642759796-2,21708593,61105.9,110916.97478991597,0.44908432531865761,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,129989.65,119990.08,0,129989.65,0,0,0,0,129989.65,0,0,0,0,0,0,0,0,0,0,149989.98000000001,0,0,0,0,0,0,0,0,0,0,36113.249999999993,28634.579999999994,0,36113.249999999993,0,0,0,0,36113.249999999993,0,0,0,0,0,0,0,0,0,0,51071.480000000018,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,Colchon New Ortopedic 1 1/2P + Cubrec,780642760262-8,3978850,59492.26,110916.97478991597,0.46363250428816466,0,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,3,2,-1,1,0,0,0,0,0,117639,0,117639,0,0,0,0,0,0,235278,0,126042,0,0,0,0,0,0,0,0,0,338216,235278,-117639,105034,0,0,0,0,0,28489.84924369747,0,28489.84924369747,0,0,0,0,0,0,56979.69848739494,0,34774.445882352949,0,0,0,0,0,0,0,0,0,74474.682184873964,56979.69848739494,-28489.84924369747,19062.580336134466,0,0,0
Falabella,Colchones,Colchon New Ortopedic 1 1/2P + Cubrec,780642760262-8,6800309,59492.26,110916.97478991597,0.46363250428816466,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149990,449970,0,0,0,0,0,169990,0,0,0,-169990,0,0,20113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52685.134957983195,158055.40487394962,0,0,0,0,0,67643.118151260511,0,0,0,-67643.118151260511,0,0,-44449.764201680679,0,0,0,0
Hites,Colchones,Colchon New Ortopedic 1 1/2P + Cubrec,780642760262-8,782856001,59492.26,110916.97478991597,0.46363250428816466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139990,0,0,0,159990,0,0,0,0,0,0,125990,0,0,0,125990,14000,0,0,0,0,0,0,0,0,0,0,0,0,0,45206.143361344533,0,0,0,60164.126554621856,0,0,0,0,0,0,34735.555126050422,0,0,0,34735.555126050422,10470.588235294119,0
Ripley,Colchones,Colchon New Ortopedic 1 1/2P + Cubrec,780642760262-8,37222080,59492.26,110916.97478991597,0.46363250428816466,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,149989.98000000001,0,0,0,0,0,0,0,0,0,0,0,144989.6,0,0,0,159989.54999999999,0,0,0,0,0,0,125991.25,0,279979.63,0,0,0,0,52685.120000000017,0,0,0,0,0,0,0,0,0,0,0,48945.340000000018,0,0,0,60163.79,0,0,0,0,0,0,34736.49,0,90412.01,0,0,0
La Polar,Colchones,Colchon New Ortopedic 1 1/2P + Cubrec,780642760262-8,21058475,59492.26,110916.97478991597,0.46363250428816466,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,251982.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129989.65,0,0,0,0,0,0,0,0,69472.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37726.889999999992,0
Walmart,Colchones,Colchon New Ortopedic 1 1/2P + Cubrec,780642760262-8,673157,59492.26,110916.97478991597,0.46363250428816466,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159448.1,0,176108.1,0,0,0,0,0,0,0,0,163018.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59758.840000000004,0,72218.84,0,0,0,0,0,0,0,0,62428.840000000004,0,0,0,0,0,0,0
Paris,Colchones,Colchon New Ortopedic 1P + Pl,780642764707-0,224570999,58836.08,110916.97478991597,0.469548460806478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159990,0,0,169990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60820.306554621857,0,0,68299.298151260518,0,0,0,0,0,0,0,0,0,0,0
Falabella,Colchones,Colchon New Ortopedic 1P + Pl,780642764707-0,15526411,58836.08,110916.97478991597,0.469548460806478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159990,0,0,0,0,0,0,169990,0,0,149990,149990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60820.306554621857,0,0,0,0,0,0,68299.298151260518,0,0,53341.314957983195,53341.314957983195,0,0
Sodimac,Colchones,Colchon New Ortopedic 1P + Pl,780642764707-0,6664911,58836.08,110916.97478991597,0.469548460806478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4635.1300840336189,0,0,0,0,0,0,0,0,0,0,0
Walmart,Colchones,Colchon Ortopedic Advance 1P Alm,780642761041-8,726650,56742.05,110916.97478991597,0.48842771715084032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158258.1,0,0,0,0,0,0,376016.2,0,0,188008.1,0,163018.1,0,163018.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61619.05,0,0,0,0,0,0,167738.1,0,0,83869.05,0,65179.05,0,65179.05,0,0,0,0
Ripley,Colchones,Colchon Ortopedic Advance 1P Alm,780642761041-8,37909238,56742.05,110916.97478991597,0.48842771715084032,0,-1,0,1,-1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-129989.65,0,129989.65,-129989.65,0,0,259980.49,0,0,0,0,129989.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-40477.099999999991,0,40477.099999999991,-40477.099999999991,0,0,80955.09,0,0,0,0,40477.099999999991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Easy,Colchones,Colchon Ortopedic Advance 1P Alm,780642761041-8,1341721,56742.05,110916.97478991597,0.48842771715084032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139990.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47956.660000000018,0,0
Sodimac,Colchones,Colchon Ortopedic Advance 1P Alm,780642761041-8,3979393,56742.05,110916.97478991597,0.48842771715084032,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117639,0,0,0,0,0,0,117639,0,0,0,0,0,0,142849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31240.059243697469,0,0,0,0,0,0,31240.059243697469,0,0,0,0,0,0,50094.597058823536,0,0,0,0,0,0,0,0,0,0,0,0
Falabella,Colchones,Colchon Ortopedic Advance 1P Alm,780642761041-8,6800590,56742.05,110916.97478991597,0.48842771715084032,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149990,0,0,0,0,169990,169990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55435.344957983194,0,0,0,0,70393.328151260517,70393.328151260517,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,Colchon Ortopedic Advance 1P Alm,780642761041-8,491909999,56742.05,110916.97478991597,0.48842771715084032,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,129990,654950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154990,0,0,0,129990,0,0,0,0,0,0,0,40477.361764705885,206126.3046218488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59174.840756302525,0,0,0,40477.361764705885,0,0,0,0
Hites,Colchones,Colchon Ortopedic Advance 1P Alm,780642761041-8,825175001,56742.05,110916.97478991597,0.48842771715084032,0,0,0,2,1,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251980,139990,-139990,0,0,0,0,0,0,139990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74971.530252100842,47956.353361344532,-47956.353361344532,0,0,0,0,0,0,47956.353361344532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,Colchon New Ortopedic 0.9 x 2M + Cubrec,780642760261-1,376651999,55336.97,110916.97478991597,0.50109557076532374,0,0,1,0,0,2,0,3,0,0,1,1,0,-1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,144990,0,0,289980,0,399969,0,0,134990,134991,0,-134991,0,0,0,0,0,0,0,0,0,220485,0,0,0,0,127491,0,0,0,53100.929159663865,0,0,106201.85831932773,0,133125.56899159667,0,0,45621.937563025218,45622.685462184876,0,-45622.685462184876,0,0,0,0,0,0,0,0,0,54226.606218487403,0,0,0,0,40013.441764705887,0
Sodimac,Colchones,Colchon New Ortopedic 0.9 x 2M + Cubrec,780642760261-1,3978737,55336.97,110916.97478991597,0.50109557076532374,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,13072,0,0,235277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102939,117639,0,0,-102940,0,0,9776.537815126052,0,0,65289.530588235299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21651.02159663866,32645.139243697471,0,0,-21651.769495798319,0
Falabella,Colchones,Colchon New Ortopedic 0.9 x 2M + Cubrec,780642760261-1,6800311,55336.97,110916.97478991597,0.50109557076532374,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169990,149990,0,0,0,0,159990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71798.408151260519,56840.424957983196,0,0,0,0,64319.416554621857,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripley,Colchones,Colchon New Ortopedic 0.9 x 2M + Cubrec,780642760261-1,37222082,55336.97,110916.97478991597,0.50109557076532374,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644958.57999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261016.09999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,Respaldo Ganges 2 Plazas,780642762006-6,592216X,50454.07,110916.97478991597,0.5451185889665372,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37528.039243697473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,Pe Colchon Excellence 2P + Alm,780642762040-0,5362989,66025.040000000008,110916.97478991597,0.40473457624447684,1,2,1,0,2,1,0,1,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,117639,226874,109235,0,218470,109235,0,109235,0,109235,218471,218470,0,0,0,0,117639,0,0,0,0,0,0,0,0,0,0,0,0,115034,21957.069243697464,37628.79394957982,15671.724705882341,0,31343.449411764683,15671.724705882341,0,15671.724705882341,0,15671.724705882341,31344.197310924355,31343.449411764683,0,0,0,0,21957.069243697464,0,0,0,0,0,0,0,0,0,0,0,0,20008.791932773107
Sodimac,Colchones,Colch  n 2 Plazas Anatomic 150x190,780642775868-4,7670133,71182.820000000007,110916.97478991597,0.3582333079781076,0,0,0,0,0,0,0,0,1,0,2,2,0,-1,0,0,0,0,1,0,0,0,0,0,1,1,2,1,0,2,0,0,0,0,0,0,0,0,131924,0,235278,235278,12605,-131924,0,0,0,0,118171,0,0,0,0,0,117639,102939,235278,111106,0,230068,0,0,0,0,0,0,0,0,27483.0287394958,0,33598.578487394931,33598.578487394931,9427.268907563026,-27483.0287394958,0,0,0,0,17197.171596638655,0,0,0,0,0,16799.289243697465,5805.1715966386546,33598.578487394931,11913.26403361345,0,29702.023865546216
Paris,Colchones,Colchon Excellence Plus 2 Pzas,780642759796-2,662873999,61105.9,110916.97478991597,0.44908432531865761,5,2,1,0,5,0,1,1,2,2,3,0,5,1,2,1,1,0,6,1,2,2,1,1,3,2,2,1,1,1,629951,259980,139990,0,619950,0,119990,119990,274980,279980,378970,0,575952,94990,299980,149990,134990,0,899938,159990,319980,219979,149990,149990,404970,243980,279980,134990,134990,124990,165610.32352941175,72227.023529411774,43592.503361344534,0,158130.58403361344,0,28634.520168067225,28634.520168067225,83445.510924369752,87185.006722689068,100113.64453781513,0,125224.51680672268,9937.0411764706005,102142.98991596639,51071.494957983195,39853.007563025218,0,306427.47394957975,58550.486554621857,117100.97310924371,42310.309243697484,51071.494957983195,51071.494957983195,119559.02268907567,60260.636974789944,87185.006722689068,39853.007563025218,39853.007563025218,32374.015966386556
La Polar,Colchones,Colch  n 2 Plazas Anatomic 150x190,780642775868-4,28167873,71182.820000000007,110916.97478991597,0.3582333079781076,3,4,2,1,-1,1,2,1,1,6,3,2,4,8,1,1,4,2,6,4,4,4,2,7,8,8,1,2,5,1,439970.37,555962.05000000005,279980.82,149989.98000000001,-149989.98000000001,149989.98000000001,309979.53000000003,129989.65,129989.65,814942.94,406971.67,269980.06,559961.64,1329922.58,149989.98000000001,134991.22,569961.21,339979.43,839942.46,559961.64,559961.64,538962.9,279980.82,937935.39,1119923.28,1119923.28,139990.41,273666.68,657954.56999999995,139990.41,115505.01000000001,131072.27000000002,67031.780000000028,40994.560000000012,-40994.560000000012,40994.560000000012,89467.790000000008,26036.329999999987,26036.329999999987,182398.21999999997,90825.31,59552.22,134063.56000000006,425185.41999999993,40994.560000000012,29777,141542.22999999998,111904.69,201095.33999999997,134063.56000000006,134063.56000000006,118358.62000000005,67031.780000000028,203201.34999999992,268127.12000000011,268127.12000000011,33515.890000000014,62309.440000000002,136169.56999999995,33515.890000000014
Sodimac,Colchones,Colchon New Ortopedic 1.05 x 2 M,780642759784-9,4092376,63263,110916.97478991597,0.4296364454600004,5,1,6,5,7,4,4,8,1,3,4,7,8,4,0,2,0,1,0,1,0,17,1,2,6,2,1,2,1,2,478312,92429,571379,462144,672211,403328,403328,806656,84025,302496,406690,689017,739429,369714,0,294100,0,100840,0,75622,0,1705738,96630,220578,705834,235278,96854,217973,117639,215110,41414.142857142899,5864.5714285714348,47755.873949579895,29322.109243697487,59905.042016806721,48596.672268907598,48596.672268907598,97193.344537815196,-420.77310924370249,36447.504201680684,51111.109243697487,72474.23529411765,46914.32773109246,23456.789915966394,0,93431.14285714287,0,12155.151260504208,0,-6705.3697478991598,0,200249.01680672262,9006.4957983193308,38444.100840336148,148314.65546218492,49438.218487394945,9174.0252100840444,36495.823529411777,24719.109243697472,34354.588235294126
Easy,Colchones,Pe Colchon Excellence 2P + Alm,780642762040-0,1353199,66025.040000000008,110916.97478991597,0.40473457624447684,3,2,2,0,1,1,0,0,1,0,2,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,359970.24,239980.16,239980.16,0,119990.08,129989.65,0,0,129990.84,0,259980.49,0,129990.84,0,0,0,139990.41,139990.41,0,0,0,149989.98000000001,0,119990.08,0,139990.41,125991.25,0,0,134990.03,71146.319999999978,47430.879999999976,47430.879999999976,0,23715.439999999988,31194.109999999986,0,0,31195,0,62389.109999999986,0,31195,0,0,0,38673.670000000013,38673.670000000013,0,0,0,46152.340000000011,0,23715.439999999988,0,38673.670000000013,28203.709999999992,0,0,34933.89
Sodimac,Colchones,Base Europea Curve 150 200 cm,780642763490-2,6854818,68565.929999999993,110916.97478991597,0.38182654070877459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,-1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,159655,0,0,0,0,0,0,159655,142849,0,-142849,126042,126042,111219,111219,-16807,126042,0,0,139184,0,0,0,0,0,0,0,0,0,0,50839.910336134475,0,0,0,0,0,0,50839.910336134475,38270.717058823546,0,-38270.717058823546,25700.775882352958,25700.775882352958,14614.666638655486,14614.666638655486,-12569.941176470589,25700.775882352958,0,0,35529.666638655486
La Polar,Colchones,Colchon Excellence Plus 2 Pzas,780642759796-2,21708593,61105.9,110916.97478991597,0.44908432531865761,1,3,2,3,1,-1,0,2,1,1,6,2,3,0,1,1,0,1,2,1,0,0,1,1,5,4,0,1,2,1,129989.65,359970.24,215982.62,369969.81,129989.65,-119990.08,0,259979.3,129989.65,116991.28,709495.85,259979.3,389968.95,0,149989.98000000001,149989.98000000001,0,149989.98000000001,299979.96000000002,134991.22,0,0,139990.41,129989.65,699952.05,353616.83,0,129989.65,240481.15,129989.65,36113.249999999993,85903.739999999991,39321.42,93382.409999999974,36113.249999999993,-28634.579999999994,0,72226.499999999985,36113.249999999993,26391.780000000006,163995.94999999995,72226.499999999985,108339.75,0,51071.480000000018,51071.480000000018,0,51071.480000000018,102142.96000000004,39853.920000000006,0,0,43592.810000000019,36113.249999999993,217964.0500000001,20046.129999999976,0,36113.249999999993,57643.849999999991,36113.249999999993
Sodimac,Colchones,Colchon Excellence Plus 2 Pzas,780642759796-2,5362954,61105.9,110916.97478991597,0.44908432531865761,0,0,0,1,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,2,0,-1680,0,80605,248722,0,0,115958,115958,0,0,117639,117639,0,0,0,0,0,0,0,0,424336,0,0,0,0,0,1074202,0,213765,0,-1256.4705882352941,0,-821.48823529411311,63807.174789915953,0,0,25618.990756302526,25618.990756302526,0,0,26876.209243697471,26876.209243697471,0,0,0,0,0,0,0,0,72936.937815126061,0,0,0,0,0,192335.77310924383,0,37662.863865546227
Paris,Colchones,TOPPER PREMIUM 2.00 X 2.00 MTS,780642776087-8,902925999,66287.27,110916.97478991597,0.40237037544927234,0,1,1,1,0,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,124990,149990,124990,0,0,125991,0,0,0,0,0,269980,0,139990,289980,0,0,0,0,0,0,0,0,154990,0,144990,0,0,145597,0,27192.645966386553,45890.124957983193,27192.645966386553,0,0,27941.293025210092,0,0,0,0,0,69343.27512605043,0,38411.133361344531,84301.258319327724,0,0,0,0,0,0,0,0,49629.620756302524,0,42150.629159663862,0,0,42604.603949579832
Walmart,Colchones,Colch  n 2 Plazas Anatomic 150x190,780642775868-4,5077846,71182.820000000007,110916.97478991597,0.3582333079781076,0,0,0,0,0,0,0,0,0,0,0,2,6,2,2,1,2,3,1,1,0,3,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,328416.2,985248.6,364116.2,376016.2,188008.1,399816.2,635424.30000000005,177298.1,177298.1,0,474774.3,0,0,0,326036.2,165398.1,165398.1,0,159448.1,0,0,0,0,0,0,0,0,0,0,0,103256.56,309769.67999999993,129956.56,138856.56,69428.28,156656.56,261684.84000000008,61418.28,61418.28,0,141534.83999999997,0,0,0,101476.56,52518.28,52518.28,0,48068.28
Easy,Colchones,Colchon New Ortopedic 1.05 x 2 M,780642759784-9,1235199,63263,110916.97478991597,0.4296364454600004,10,3,10,5,6,4,8,7,3,3,7,6,8,2,1,2,1,0,2,2,0,35,-1,0,1,1,4,0,1,2,1099901.53,329970.34000000003,1099902.72,549951.36,679942.2,469960.75,959920.64000000001,839930.56,359970.24,359970.24,799932.28,659943.06000000006,879924.08,219981.02,149989.98000000001,299979.96000000002,149989.98000000001,0,279980.82,279980.82,0,3916858.82,-99989.75,0,139990.41,139990.41,532962.92000000004,0,121490.67,238480.76,189985.43000000017,56995.540000000066,189986.32000000007,94993.160000000033,128950.20000000001,98431.25,211819.83999999997,185342.3600000001,79432.44,79432.44,155427.68000000005,113992.8600000001,151990.47999999998,37997.619999999995,48914.380000000019,97828.760000000038,48914.380000000019,0,82871.420000000042,82871.420000000042,0,715210.41999999993,-11519.25,0,41435.710000000021,41435.710000000021,145550.52000000008,0,27599.770000000004,51833.560000000027
Walmart,Colchones,Colchon New Ortopedic 1.05 x 2 M,780642759784-9,673156,63263,110916.97478991597,0.4296364454600004,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0,0,0,10,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,153498.1,0,153498.1,341506.2,176108.1,0,50000.23,0,0,0,0,1451681,178488.1,0,0,0,0,0,159448.1,159448.1,0,0,0,0,0,0,0,0,0,0,51538.10000000002,0,51538.10000000002,128886.20000000001,68448.100000000006,0,-25867.869999999995,0,0,0,0,453081,70228.100000000006,0,0,0,0,0,55988.100000000006,55988.100000000006
Falabella,Colchones,Colch  n 2 Plazas Anatomic 150x190,780642775868-4,17306971,71182.820000000007,110916.97478991597,0.3582333079781076,3,2,0,2,0,3,1,1,-1,0,1,1,2,1,0,1,0,1,3,4,1,4,2,2,2,2,1,1,0,2,464970,329980,10000,305255,4725,484970,154990,154990,-154990,-15000,154990,90991,162173,174990,0,218989,0,149990,469970,619960,24284,513962,287156,289980,289980,289980,164990,144990,0,289980,134202.21226890758,104426.12470588236,7478.9915966386561,85934.317983193294,3533.8235294117649,149160.1954621849,44734.070756302521,44734.070756302521,-44734.070756302521,-11218.487394957983,44734.070756302521,-3130.7275630252261,-21076.58957983194,59692.053949579844,0,92598.869075630268,0,40994.57495798319,137941.70806722686,178936.28302521008,-53020.836806722698,99660.467899159645,72398.091092436953,74510.158319327718,74510.158319327718,74510.158319327718,52213.062352941182,37255.079159663859,0,74510.158319327718
Easy,Colchones,TOPPER PREMIUM 2.00 X 2.00 MTS,780642776087-8,1466305,66287.27,110916.97478991597,0.40237037544927234,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,1,0,0,2,129989.65,0,0,0,0,0,0,0,0,0,129989.65,0,0,0,0,0,0,289980.39,149989.98000000001,0,0,0,0,0,0,559961.64,139990.41,0,0,279978.44,163506.41999999998,0,0,0,0,0,0,0,0,0,30931.87999999999,0,0,0,0,0,0,84301.550000000017,45890.110000000015,0,0,0,0,0,0,153645.76000000007,38411.440000000017,0,0,76821.100000000006
La Polar,Colchones,COLCHON ANATOMIC 1.35 x 2.00,780642776069-4,28167881,66039.62,110916.97478991597,0.40460312657207459,2,2,1,3,1,1,0,0,0,1,0,4,0,1,0,0,1,0,-1,0,0,6,2,1,0,-1,0,-2,2,2,259979.3,259979.3,129989.65,409970.47,135992.01,125991.25,0,0,0,139990.41,0,519958.6,0,129989.65,29999.9,0,143991.19,15998.36,-159989.54999999999,0,0,773242.96,279980.82,125991.25,10197.11,-139990.41,0,-259979.3,251982.5,279980.82,62359.06,62359.06,31179.53,108497.71000000002,35668.690000000017,28189.130000000005,0,0,0,38659.090000000026,0,124718.12,0,31179.53,22436.900000000005,0,41651.270000000019,11965.160000000002,-53616.430000000008,0,0,182070.04000000004,77318.180000000051,28189.130000000005,7626.41,-38659.090000000026,0,-62359.06,56378.260000000009,77318.180000000051
