Cadena,Unidad de Negocio,Descripción Producto,Cód. Interno,Cód. Cadena,costo_Fabricación,Precio_Venta_Distribuidor,Mg_Declarado,Un_Semana_1 ,Un_Semana_2,Un_Semana_3,Un_Semana_4,Un_Semana_5,Un_Semana_6,Un_Semana_7,Un_Semana_8,Un_Semana_9,Un_Semana_10,Un_Semana_11,Un_Semana_12,Un_Semana_13,Un_Semana_14,Un_Semana_15,Un_Semana_16,Un_Semana_17,Un_Semana_18,Un_Semana_19,Un_Semana_20,Un_Semana_21,Un_Semana_22,Un_Semana_23,Un_Semana_24,Un_Semana_25,Un_Semana_26,Un_Semana_27,Un_Semana_28,Un_Semana_29,Un_Semana_30,Venta_Retail_sem_1 ,Venta_Retail_sem_2,Venta_Retail_sem_3,Venta_Retail_sem_4,Venta_Retail_sem_5,Venta_Retail_sem_6,Venta_Retail_sem_7,Venta_Retail_sem_8,Venta_Retail_sem_9,Venta_Retail_sem_10,Venta_Retail_sem_11,Venta_Retail_sem_12,Venta_Retail_sem_13,Venta_Retail_sem_14,Venta_Retail_sem_15,Venta_Retail_sem_16,Venta_Retail_sem_17,Venta_Retail_sem_18,Venta_Retail_sem_19,Venta_Retail_sem_20,Venta_Retail_sem_21,Venta_Retail_sem_22,Venta_Retail_sem_23,Venta_Retail_sem_24,Venta_Retail_sem_25,Venta_Retail_sem_26,Venta_Retail_sem_27,Venta_Retail_sem_28,Venta_Retail_sem_29,Venta_Retail_sem_30,Con_sem_1,Con_sem_2,Con_sem_3,Con_sem_4,Con_sem_5,Con_sem_6,Con_sem_7,Con_sem_8,Con_sem_9,Con_sem_10,Con_sem_11,Con_sem_12,Con_sem_13,Con_sem_14,Con_sem_15,Con_sem_16,Con_sem_17,Con_sem_18,Con_sem_19,Con_sem_20,Con_sem_21,Con_sem_22,Con_sem_23,Con_sem_24,Con_sem_25,Con_sem_26,Con_sem_27,Con_sem_28,Con_sem_29,Con_sem_30
Abcdin,Colchones,CAMA EUROPEA ORTOPEDIC 2P BN RESPALDO VILLARRICA GRIS,780642774468-7,27729533,156817.01999999999,244026.21848739497,0.35737634680389774,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359990.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112419.55000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hites,Colchones,CAMA EUROPEA ORTOPEDIC 2P BN RESPALDO VILLARRICA GRIS,780642774468-7,923881001,156817.01999999999,244026.21848739497,0.35737634680389774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1088961,539980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187164.93680672278,90216.548235294176,0,0,0
Falabella,Colchones,BA Excellence Plus 2P Bn Mica S/T,780642761777-6,7749127,156693.81,244026.21848739497,0.35788125156685197,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75147.450504201697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,CAMA EUROPEA ORTOPEDIC 2P BN RESPALDO VILLARRICA NEGRO,780642767491-5,7533934,156623.44999999998,244026.21848739497,0.35816958124075399,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,1,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,310916,0,0,0,0,0,0,0,0,277303,0,1008369,0,243689,243689,0,478975,484689,241000,0,0,0,0,0,0,0,0,0,0,0,75910.365126050456,0,0,0,0,0,0,0,0,50771.230672268954,0,127664.52773109253,0,25631.34831932775,25631.34831932775,0,44978.100000000035,49251.59579831938,23620.24747899163,0
Hites,Colchones,CAMA EUROPEA ORTOPEDIC 2P BN RESPALDO VILLARRICA NEGRO,780642767491-5,935174001,156623.44999999998,244026.21848739497,0.35816958124075399,0,0,0,6,2,2,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1919940,699980,669980,0,0,0,329990,0,1609950,329990,0,0,0,0,0,0,0,0,349990,0,0,0,665980,332990,0,0,0,0,0,0,496180.81260504224,210267.55378151272,187830.5789915967,0,0,0,90175.793697479035,0,420963.00210084056,90175.793697479035,0,0,0,0,0,0,0,0,105133.77689075636,0,0,0,184838.98235294118,92419.49117647059,0,0,0
Sodimac,Colchones,Ba Excellence Plus 2P Bn Stylo St,780642764736-0,6661424,156514.29999999999,244026.21848739497,0.35861686924397168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53394.069747899193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
La Polar,Colchones,CAMA EUROPEA ORTOPEDIC 2P BN RESPALDO VILLARRICA OLIVO,780642767673-5,27484000,156208.44999999998,244026.21848739497,0.35987021817465553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323990.59000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86103.840000000084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sodimac,Colchones,RESPALDO LOIRA SUPERKING,780642775325-2,7713924,155038.09,244026.21848739497,0.36466626020347731,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61783.859579831973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,Colchones,BS New Ortopedic B5 Black 1.5P Respaldo Tigris,780642762547-4,832407999,154597.67000000001,244026.21848739497,0.36647106627198067,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73504.094705882337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripley,Colchones,BS New Ortopedic B5 Black 1.5P Respaldo Baker,780642762563-4,37722152,154243.96000000002,244026.21848739497,0.36792054166930671,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309990.24,-309990.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77597.479999999981,-77597.479999999981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Falabella,Colchones,BS New Ortopedic B5 Black 1.5P Respaldo Baker,780642762563-4,8385967,154243.96000000002,244026.21848739497,0.36792054166930671,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-309990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77597.300504201674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ripley,Colchones,BS New Ortopedic B5 Black 1.5P Respaldo Eufrates,780642762555-9,37722122,153483.19,244026.21848739497,0.37103811651317259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269990.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48442.680000000022,0,0,0,0,0
Sodimac,Colchones,BS New Ortopedic B5 Black 1.5P Respaldo Eufrates,780642762555-9,5867894,153483.19,244026.21848739497,0.37103811651317259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31914.280588235299,0,0,0,0,0
